destination,country
Harpers Ferry National Historic Park,"USA,West Virginia"
Red Hands Cave,"Australia,New South Wales"
National Gallery of Australia,Australia
Montague Island (Barranguba),Australia
Seneca Rocks,USA
National Museum of African American History & Culture,USA
Virginia Museum of Fine Arts,"USA,Virginia"
Saua Site,American Samoa
Virginia Aquarium & Marine Science Center,"USA,Virginia"
Harpers Ferry National Historic Park,"USA,West Virginia"
Country Music Hall of Fame & Museum,USA
Mariners' Museum,"USA,Virginia"
Chrysler Museum of Art,"USA,Virginia"
Hawksbill Mountain,"USA,Virginia"
Songbirds,"USA,Southern USA"
Shenandoah National Park,"USA,Virginia"
Shenandoah National Park,USA
Songbirds,"USA,Southern USA"
Graceland,USA
Graceland,"USA,Southern USA"
Fredericksburg & Spotsylvania National Military Park,"USA,Virginia"
Brookgreen Gardens,"USA,Southern USA"
Wright Brothers National Memorial,"USA,Southern USA"
Heyward-Washington House,"USA,Southern USA"
Historic Stagville Plantation,"USA,Southern USA"
McLeod Plantation,"USA,Southern USA"
Biltmore Estate,"USA,Southern USA"
Mississippi Civil Rights Museum,"USA,Southern USA"
Historic Stagville Plantation,"USA,Southern USA"
Rowan Oak,"USA,Southern USA"
Levine Museum of the New South,"USA,Southern USA"
Museum of the Cherokee Indian,"USA,Southern USA"
Jackson Square,USA
Barataria Preserve,"USA,Southern USA"
Fort Macon State Park,"USA,Southern USA"
Jackson Square,"USA,Southern USA"
Woodford Reserve,"USA,Southern USA"
Mississippi Civil Rights Museum,"USA,Southern USA"
Thoroughbred Center,"USA,Southern USA"
Vermilionville,"USA,Southern USA"
Georgia Museum of Art,"USA,Southern USA"
Bonaventure Cemetery,"USA,Southern USA"
Woodford Reserve,"USA,Southern USA"
Rural Life Museum,"USA,Southern USA"
Okefenokee National Wildlife Refuge,"USA,Southern USA"
Muhammad Ali Center,"USA,Southern USA"
Martin Luther King Jr National Historic Site,"USA,Southern USA"
Woodford Reserve,"USA,Southern USA"
William J Clinton Presidential Center,"USA,Southern USA"
Anthony Chapel,"USA,Southern USA"
National Memorial for Peace & Justice,"USA,Southern USA"
Cumberland Island National Seashore,"USA,Southern USA"
Sloss Furnaces,"USA,Southern USA"
National Memorial for Peace & Justice,"USA,Southern USA"
Pinery,"USA,Texas"
Fossil Discovery Exhibit,"USA,Texas"
Great Smoky Mountains National Park,USA
El Paso Museum of Art,"USA,Texas"
Anthony Chapel,"USA,Southern USA"
Utah Olympic Park,"USA,The Southwest"
Utah Olympic Park,"USA,The Southwest"
The Alamo,"USA,Texas"
Bat Colony Under Congress Avenue Bridge,USA
Space Center Houston,USA
Menil Collection,"USA,Texas"
Sixth Floor Museum,"USA,Texas"
Stockyards,"USA,Texas"
Island in the Sky,"USA,The Southwest"
Moab Giants,"USA,The Southwest"
Zion Lodge,"USA,The Southwest"
Fruita Rural Historic District,"USA,The Southwest"
Goblin Valley State Park,"USA,The Southwest"
Bryce Point,"USA,The Southwest"
Millicent Rogers Museum,"USA,The Southwest"
Carlsbad Caverns National Park,"USA,The Southwest"
Meow Wolf,USA
National Automobile Museum,"USA,The Southwest"
Natural History Museum of Utah,"USA,The Southwest"
Goblin Valley State Park,"USA,The Southwest"
Chaco Culture National Historical Park,"USA,The Southwest"
Albuquerque Museum,"USA,The Southwest"
Best Friends Animal Sanctuary,"USA,The Southwest"
National Automobile Museum,"USA,The Southwest"
Saguaro National Park,"USA,The Southwest"
Aria,USA
Aria,"USA,The Southwest"
Petrified Forest National Park,"USA,The Southwest"
Saguaro National Park,"USA,The Southwest"
Heard Museum,"USA,The Southwest"
Cape Royal,"USA,The Southwest"
Kolb Studio,"USA,The Southwest"
Museum of Northern Arizona,"USA,The Southwest"
Wupatki National Monument,"USA,The Southwest"
National Museum of Wildlife Art,"USA,The Rocky Mountains"
Mammoth Hot Springs,"USA,The Rocky Mountains"
Frontier Days Old West Museum,"USA,The Rocky Mountains"
Logan Pass,"USA,The Rocky Mountains"
Mammoth Hot Springs,"USA,The Rocky Mountains"
Chapel of the Holy Cross,"USA,The Southwest"
Grand Teton,"USA,The Rocky Mountains"
Navajo National Monument,"USA,The Southwest"
Glacier National Park,"USA,The Rocky Mountains"
Cliff Palace,"USA,The Rocky Mountains"
Museum of the Rockies,"USA,The Rocky Mountains"
Basque Block,"USA,The Rocky Mountains"
Basque Block,"USA,The Rocky Mountains"
Durango Cannabis Discovery Center,"USA,The Rocky Mountains"
Chautauqua Park,"USA,The Rocky Mountains"
Moraine Park Discovery Center,"USA,The Rocky Mountains"
Telluride Historical Museum,"USA,The Rocky Mountains"
Barney Ford Museum,"USA,The Rocky Mountains"
Garden of the Gods,"USA,The Rocky Mountains"
Cliff Palace,"USA,The Rocky Mountains"
Red Rocks Park & Amphitheatre,"USA,The Rocky Mountains"
Garnet Ghost Town,"USA,The Rocky Mountains"
Mammoth Hot Springs,USA
Ice Age Discovery Center,"USA,The Rocky Mountains"
Red Rocks Park & Amphitheatre,"USA,The Rocky Mountains"
Colorado Snowsports Museum,"USA,The Rocky Mountains"
Barnes Foundation,"USA,Pennsylvania"
Paradise,USA
Olympic National Park (Coastal Strip),USA
Pike Place Market,USA
Makah Museum,USA
Fallingwater,USA
Paradise,USA
Railroad Museum of Pennsylvania,"USA,Pennsylvania"
Diablo Lake,USA
Duquesne Incline,"USA,Pennsylvania"
Upper Skagit Bald Eagle Area,USA
Tom McCall Waterfront Park,USA
Silver Falls State Park,USA
Saturday Market,USA
Smith Rock State Park,USA
Cave of the Winds,"USA,New York"
Cape Perpetua Scenic Area,USA
Martin House Complex,"USA,New York"
Crater Lake National Park,USA
Pike Place Market,USA
Saratoga Spa State Park,"USA,New York"
Susan B Anthony House,"USA,New York"
Bethel Woods Center for the Arts,"USA,New York"
Historic Pipe Organ,"USA,New Jersey"
Boldt Castle,"USA,New York"
Wölffer Estate,"USA,New York"
Central Park,USA
Central Park,USA
Institute Woods,USA
Quechee Gorge,"USA,New England"
Hildene,"USA,New England,Southern Vermont"
Hildene,"USA,New England"
Empire State Plaza,"USA,New York"
Hildene,"USA,New England"
Ben & Jerry's Ice Cream Factory,"USA,New England"
Shelburne Farms,"USA,New England"
Rhode Island State House,"USA,New England"
Rock of Ages Quarries,"USA,New England"
Dog Mountain,"USA,New England"
Rough Point,"USA,New England"
Brattleboro Farmers Market,"USA,New England"
Rough Point,"USA,New England"
Mount Washington Observatory Weather Discovery Center,"USA,New England"
Wright Museum,"USA,New England"
Ellacoya State Park,"USA,New England"
Thorne-Sagendorph Art Gallery,"USA,New England"
Strawbery Banke Museum,"USA,New England"
Squam Lakes Natural Science Center,"USA,New England"
Miller State Park,"USA,New England"
Story Land,"USA,New England"
Odiorne Point State Park,"USA,New England"
Lost River Gorge & Boulder Caves,"USA,New England"
Currier Museum of Art,"USA,New England,New Hampshire"
Clark Art Institute,"USA,New England"
Baker-Berry Library,"USA,New England"
Nantucket Whaling Museum,"USA,New England"
Jaffrey Meetinghouse,"USA,New England"
Campgrounds & Tabernacle,"USA,New England"
Frost Place,"USA,New England"
Old Sturbridge Village,"USA,New England"
Mt Monadnock State Park,"USA,New England"
Mount,"USA,New England"
EcoTarium,"USA,New England"
Smith College Museum of Art,"USA,New England"
Windy Hill Farm,"USA,New England"
Cape Cod National Seashore,USA
Punto Urban Art Museum,"USA,New England"
Plimoth Plantation,"USA,New England"
Provincetown Art Association & Museum,"USA,New England"
Plimoth Plantation,"USA,New England"
Adams National Historic Park,"USA,New England"
Long Beach,"USA,New England"
New Bedford Whaling Museum,"USA,New England"
Parker River National Wildlife Refuge,"USA,New England"
Lowell National Historic Park,"USA,New England"
Sleepy Hollow Cemetery,"USA,New England"
Cutler Coast Public Lands,"USA,New England"
Fenway Park,USA
Wolfe's Neck Woods State Park,"USA,New England"
Madelyn Marx Preserve,"USA,New England"
Plimoth Plantation,"USA,New England"
Rocky Neck Art Colony,"USA,New England"
Fort Williams Park,"USA,New England"
Museums of Old York,"USA,New England"
Rockland Breakwater Lighthouse,"USA,New England"
Ogunquit Beach,"USA,New England"
Roosevelt Cottage,"USA,New England"
Castle Tucker,"USA,New England"
Monhegan Memorial Library,"USA,New England"
Essex Shipbuilding Museum,"USA,New England"
Camden Hills State Park,"USA,New England"
Maine Maritime Museum,"USA,New England"
Nervous Nellie's Jams & Jellies,"USA,New England"
La Verna Preserve,"USA,New England"
Bowdoin College,"USA,New England"
Linekin & Burley Preserves,"USA,New England"
Abbe Museum,"USA,New England"
Cadillac Mountain,"USA,New England"
Grafton Notch State Park,"USA,New England"
Stephen King's House,"USA,New England"
Maine Maritime Museum,"USA,New England"
Baxter State Park,"USA,New England"
Maine State Museum,"USA,New England"
Wadsworth Atheneum,"USA,New England"
Haight-Brown Vineyards,"USA,New England"
Mystic Seaport Museum,"USA,New England"
Wadsworth Atheneum,"USA,New England"
Yale Center for British Art,"USA,New England"
Hygienic Art,"USA,New England"
Mystic Seaport Museum,"USA,New England"
Evergreen Museum,USA
Wadsworth Atheneum,USA
USS Arizona Memorial,"USA,Hawaii"
Maryland State House,"USA,Maryland"
Evergreen Museum,"USA,Maryland"
Bishop Museum,USA
National Tropical Botanical Garden,"USA,Hawaii"
Piʻilanihale Heiau & Kahanu Garden,USA
Ocean City Life-Saving Station Museum,"USA,Maryland"
Mt Rushmore National Memorial,"USA,The Great Plains"
Piʻilanihale Heiau & Kahanu Garden,"USA,Hawaii"
Mt Rushmore National Memorial,"USA,The Great Plains"
Oklahoma Jazz Hall of Fame,"USA,The Great Plains"
Riverfront,"USA,The Great Plains"
Theodore Roosevelt National Park,"USA,The Great Plains"
Hwy 240 Badlands Loop Rd,"USA,The Great Plains"
Gateway Arch National Park,"USA,The Great Plains"
Puʻuʻulaʻula (Red Hill) Overlook,"USA,Hawaii"
National WWI Museum,"USA,The Great Plains"
Oklahoma City National Memorial & Museum,"USA,The Great Plains"
Arnolds Park Amusement Park,"USA,The Great Plains"
Price Tower,"USA,The Great Plains"
Gateway Arch National Park,"USA,The Great Plains"
COSI,"USA,The Great Lakes"
Rock and Roll Hall of Fame & Museum,"USA,The Great Lakes"
Cincinnati Museum Center,"USA,The Great Lakes"
Chazen Museum of Art,"USA,The Great Lakes"
Harley-Davidson Museum,"USA,The Great Lakes"
Cedar Point Amusement Park,"USA,The Great Lakes"
Schubert Club Museum,"USA,The Great Lakes"
State Capitol,"USA,The Great Plains"
Split Rock Lighthouse State Park,"USA,The Great Lakes"
Gateway Arch National Park,USA
Walker Art Center,"USA,The Great Lakes"
Au Sable Point Light Station,"USA,The Great Lakes"
Glensheen Mansion,"USA,The Great Lakes"
Fort Mackinac,"USA,The Great Lakes"
Eastern Market,"USA,The Great Lakes"
Art Institute of Chicago,USA
Fort Mackinac,"USA,The Great Lakes"
Eastern Market,"USA,The Great Lakes"
Walker Art Center,"USA,The Great Lakes"
Brown County State Park,USA
Art Institute of Chicago,"USA,The Great Lakes"
Children's Museum of Indianapolis,"USA,The Great Lakes"
Art Institute of Chicago,USA
Children's Museum of Indianapolis,"USA,The Great Lakes"
Florida Aquarium,"USA,Florida"
Salvador Dalí Museum,"USA,Florida"
Dana Thomas House,"USA,The Great Lakes"
Norton Museum of Art,"USA,Florida"
Coral Castle,"USA,Florida"
Dana Thomas House,"USA,The Great Lakes"
Edison & Ford Winter Estates,"USA,Florida"
Everglades National Park,"USA,Florida"
Flagler Museum,"USA,Florida"
Ringling Museum Complex,"USA,Florida"
Naples Botanical Gardens,"USA,Florida"
Bonnet House,"USA,Florida"
Wakulla Springs State Park,"USA,Florida"
Fairchild Tropical Garden,USA
Gumbo Limbo Nature Center,"USA,Florida"
Museum of Art & History at the Custom House,"USA,Florida"
Shell Island,"USA,Florida"
Tallahassee Museum,"USA,Florida"
Universal Orlando Resort,"USA,Florida"
Disney’s Animal Kingdom,"USA,Florida"
Lightner Museum,"USA,Florida"
Cummer Museum of Art & Gardens,"USA,Florida"
Florida Museum of Natural History,"USA,Florida"
Daytona International Speedway,"USA,Florida"
National Naval Aviation Museum,"USA,Florida"
Kennedy Space Center,USA
Gundlach-Bundschu Winery,"USA,California"
Bombay Hook National Wildlife Refuge,USA
Cape Henlopen State Park,"USA,Delaware"
Mariposa Grove,USA
Emerald Bay State Park,"USA,California"
Daytona International Speedway,"USA,Florida"
Emerald Bay State Park,"USA,California"
Tres Sabores,"USA,California"
Bodie State Historic Park,"USA,California"
Winchester Mystery House,"USA,California"
Old St Hilary’s,"USA,California"
Donner Memorial State Park,"USA,California"
SLAC National Accelerator Laboratory,"USA,California"
Mariposa Grove,"USA,California"
Half Moon Bay State Beach,"USA,California"
Gatekeeper’s Museum & Marion Steinbach Indian Basket Museum,"USA,California"
Sausalito Houseboats,"USA,California"
Marin County Civic Center,"USA,California"
Mt Tamalpais State Park,"USA,California"
Año Nuevo State Park,"USA,California"
John Muir National Historic Site,"USA,California"
Chabot Space & Science Center,"USA,California"
Dillon Beach,"USA,California"
Palomarin Field Station,"USA,California"
Old Mill Park,"USA,California"
Golden Gate Park,"USA,California"
Muir Woods National Monument,"USA,California"
Point Bonita Lighthouse,"USA,California"
Golden Gate Park,USA
Orange County Museum of Art,"USA,California"
Children's Pool,USA
Weaverville Joss House State Historic Park,"USA,California"
Mission San Juan Capistrano,"USA,California"
Tilden Regional Park,"USA,California"
Soarin' Around the World,"USA,California"
Mt Shasta,"USA,California"
Mission San Juan Capistrano,"USA,California"
Siskiyou County Museum,"USA,California"
Lassen Peak,"USA,California"
Weaverville Joss House State Historic Park,"USA,California"
Sundial Bridge,"USA,California"
Lassen Volcanic National Park,"USA,California"
Heisler Park,"USA,California"
Dunsmuir City Park,"USA,California"
Tolowa Dunes State Park & Lake Earl Wildlife Area,"USA,California"
Lassen Volcanic National Park,"USA,California"
Point Arena Lighthouse,"USA,California"
Arcata Marsh & Wildlife Sanctuary,"USA,California"
Humboldt Bay National Wildlife Refuge,"USA,California"
Kaz Winery,"USA,California"
Kelso Dunes,"USA,California"
Redwood National Park,"USA,California"
Humboldt Bay National Wildlife Refuge,"USA,California"
"Huntington Library, Art Collections & Botanical Gardens",USA
Mendocino Coast Botanical Gardens,"USA,California"
Firehouse No 1 Museum,"USA,California"
Noah Purifoy Desert Art Museum,"USA,California"
Marshall Gold Discovery State Historic Park,"USA,California"
Empire Mine State Historic Park,"USA,California"
Indian Grinding Rock State Historic Park,"USA,California"
El Dorado County Historical Museum,"USA,California"
Railtown 1897 State Historic Park,"USA,California"
Wat Dhammararam Buddhist Temple,"USA,California"
Dante's View,"USA,California"
Sacramento River Discovery Center,"USA,California"
Mendocino County Museum,"USA,California"
Cesar E Chavez National Monument,"USA,California"
Forestiere Underground Gardens,"USA,California"
Castle Air Museum,"USA,California"
Sierra Nevada Brewing Company,"USA,California"
John Natsoulas Center for the Arts,"USA,California"
Golden 1 Center,"USA,California"
MOXI,"USA,California"
Lake Oroville State Recreation Area,"USA,California"
Golden 1 Center,"USA,California"
Auburn State Recreation Area,"USA,California"
Monterey Bay Aquarium,"USA,California"
Golden 1 Center,"USA,California"
Santa Cruz Beach Boardwalk,"USA,California"
Mission San Luis Obispo de Tolosa,"USA,California"
Santa Cruz Island,"USA,California"
Point Lobos State Natural Reserve,"USA,California"
Point Pinos Lighthouse,"USA,California"
Mariposa Grove,USA
Firestone Walker Brewing Company,"USA,California"
National Steinbeck Center,"USA,California"
Golden Sands Beach,"USA,Alaska"
Wrigley Memorial & Botanic Gardens,"USA,California"
Prince William Sound Museum,"USA,Alaska"
Borrego Art Institute,"USA,California"
Hearst Castle,"USA,California"
Denali,"USA,Alaska"
Julia Pfeiffer Burns State Park,"USA,California"
University of Alaska Museum of the North,"USA,Alaska"
Fairview Inn,"USA,Alaska"
Fort Egbert,"USA,Alaska"
Fort Egbert,"USA,Alaska"
Aurora Ice Museum,"USA,Alaska"
Atigun Pass,"USA,Alaska"
Klondike Gold Rush National Historical Park Museum & Visitor Center,"USA,Alaska"
Sitka National Historical Park,"USA,Alaska"
End of the Road,"USA,Alaska"
Totem Historic District – Kasaan,"USA,Alaska"
Saxman Native Village & Totem Park,"USA,Alaska"
Mendenhall Glacier,"USA,Alaska"
Jilkaat Kwaan Cultural Heritage & Bald Eagle Preserve Visitor Center,"USA,Alaska"
Matanuska Glacier,"USA,Alaska"
North Boat Harbor,"USA,Alaska"
Alaska Sealife Center,"USA,Alaska"
Columbia Glacier,"USA,Alaska"
Angoon,"USA,Alaska"
Small-boat Harbor,"USA,Alaska"
Concentration Mill & Leaching Plant,"USA,Alaska"
Outside Beach,"USA,Alaska"
Alaska Sealife Center,"USA,Alaska"
Columbia Glacier,"USA,Alaska"
Alyeska Resort Tram,"USA,Alaska"
Anchorage Museum,"USA,Alaska"
Pratt Museum,"USA,Alaska"
Museum of the Aleutians,"USA,Alaska"
Independence Mine State Historical Park,"USA,Alaska"
Kenai National Wildlife Refuge Headquarters & Visitor Center,"USA,Alaska"
