destination,continent,country,city
Plaza de la Revolución,North America,Cuba,Havana
Café Tio Leo,North America,Costa Rica,"Liberia, Costa Rica"
Souvenir Ocarina,North America,Costa Rica,"Liberia, Costa Rica"
Nahüa,North America,Costa Rica,"Liberia, Costa Rica"
Hidden Garden Art Gallery,North America,Costa Rica,"Liberia, Costa Rica"
LIB Costa Rica,North America,Costa Rica,"Liberia, Costa Rica"
Guana’s,North America,Costa Rica,"Liberia, Costa Rica"
La Selegna,North America,Costa Rica,"Liberia, Costa Rica"
Santa Rosa Plaza,North America,Costa Rica,"Liberia, Costa Rica"
Palermo Sports Bar,North America,Costa Rica,"Liberia, Costa Rica"
Maderos Brewery,North America,Costa Rica,"Liberia, Costa Rica"
Café Liberia,North America,Costa Rica,"Liberia, Costa Rica"
Café Cristina,North America,Costa Rica,"Liberia, Costa Rica"
Coquitos Cafe,North America,Costa Rica,"Liberia, Costa Rica"
Posada Real Café,North America,Costa Rica,"Liberia, Costa Rica"
Donde Pipe,North America,Costa Rica,"Liberia, Costa Rica"
Ozaki Liberia,North America,Costa Rica,"Liberia, Costa Rica"
Restaurante Jauja,North America,Costa Rica,"Liberia, Costa Rica"
Liberia Social,North America,Costa Rica,"Liberia, Costa Rica"
El Pilón,North America,Costa Rica,"Liberia, Costa Rica"
Mariajuana,North America,Costa Rica,"Liberia, Costa Rica"
Simbiosis Spa,North America,Costa Rica,"Liberia, Costa Rica"
Toro Negro Steak House,North America,Costa Rica,"Liberia, Costa Rica"
ArtWood Museum,North America,Costa Rica,"Liberia, Costa Rica"
Guanacaste Museum,North America,Costa Rica,"Liberia, Costa Rica"
Llanos del Cortés Waterfall,North America,Costa Rica,"Liberia, Costa Rica"
Gulf of Papagayo Beaches,North America,Costa Rica,"Liberia, Costa Rica"
Ermita de La Agonia Church,North America,Costa Rica,"Liberia, Costa Rica"
Guanacaste National Park,North America,Costa Rica,"Liberia, Costa Rica"
Santa Rosa National Park,North America,Costa Rica,"Liberia, Costa Rica"
Rincón de la Vieja National Park,North America,Costa Rica,"Liberia, Costa Rica"
Ponderosa Adventure Park,North America,Costa Rica,"Liberia, Costa Rica"
Hotel Love,North America,Saint Martin,St Martin
Colombus Hotel,North America,Saint Martin,St Martin
Esplanade Hotel,North America,Saint Martin,St Martin
Beach Plaza Hotel,North America,Saint Martin,St Martin
Alamanda Resort,North America,Saint Martin,St Martin
Diamond Casino,North America,Saint Martin,St Martin
Top Carrot,North America,Saint Martin,St Martin
L’Escargot,North America,Saint Martin,St Martin
Antoine Restaurant,North America,Saint Martin,St Martin
Orient Beach,North America,Saint Martin,St Martin
Bikini Beach,North America,Saint Martin,St Martin
Little Bamboo,North America,Saint Martin,St Martin
Izi Restaurant,North America,Saint Martin,St Martin
Maho Beach,North America,Saint Martin,St Martin
Fort St. Louis,North America,Saint Martin,St Martin
Philipsburg,North America,Saint Martin,St Martin
Marigot,North America,Saint Martin,St Martin
Simpson Bay,North America,Saint Martin,St Martin
Quartier-d'Orleans,North America,Saint Martin,St Martin
Old Europe Restaurant,North America,United States,"Washington, D.C."
The 40/40 Club,North America,United States,"New York, New York"
Bayside Market Place,North America,United States,"Miami, Florida"
Silver Lake And Los Feliz,North America,United States,"Los Angeles, California"
Viper Room,North America,United States,"Los Angeles, California"
Westside And Beverly Hills,North America,United States,"Los Angeles, California"
Musso And Frank Grill,North America,United States,"Los Angeles, California"
The Hollywood Improv,North America,United States,"Los Angeles, California"
Rose Bowl Flea Market,North America,United States,"Los Angeles, California"
Sushi Roku,North America,United States,"Los Angeles, California"
Hollywood Boulevard,North America,United States,"Los Angeles, California"
Original Pantry Café,North America,United States,"Los Angeles, California"
Roof Bar At The Standard Hotel,North America,United States,"Los Angeles, California"
Rose Café,North America,United States,"Los Angeles, California"
Los Angeles County Museum Of Art,North America,United States,"Los Angeles, California"
Walt Disney Concert Hall,North America,United States,"Los Angeles, California"
Norton Simon Museum,North America,United States,"Los Angeles, California"
La Brea Tar Pits,North America,United States,"Los Angeles, California"
Getty Center,North America,United States,"Los Angeles, California"
Museum of Contemporary Art (MOCA),North America,United States,"Los Angeles, California"
Griffith Park,North America,United States,"Los Angeles, California"
Disneyland,North America,United States,"Los Angeles, California"
Universal Studios & Universal City Walk,North America,United States,"Los Angeles, California"
Hayes Valley Inn,North America,United States,"San Francisco, California"
Marina Motel,North America,United States,"San Francisco, California"
Best Western PLUS Tuscan Inn ,North America,United States,"San Francisco, California"
The Huntington Hotel and Nob Hill Spa ,North America,United States,"San Francisco, California"
Hotel Zetta San Francisco,North America,United States,"San Francisco, California"
Stratford Hotel ,North America,United States,"San Francisco, California"
The Marina Inn ,North America,United States,"San Francisco, California"
Mystic Hotel,North America,United States,"San Francisco, California"
Monte Cristo Inn,North America,United States,"San Francisco, California"
The Fairmont San Francisco,North America,United States,"San Francisco, California"
Redwood Inn,North America,United States,"San Francisco, California"
The Orchard Hotel,North America,United States,"San Francisco, California"
Hotel Vitale Joie De Vivre,North America,United States,"San Francisco, California"
City Lights Booksellers & Publishers,North America,United States,"San Francisco, California"
Adante Hotel,North America,United States,"San Francisco, California"
Queen Ann Hotel,North America,United States,"San Francisco, California"
Sacramento Street,North America,United States,"San Francisco, California"
"Pier 39, Fisherman’s Wharf",North America,United States,"San Francisco, California"
Westfield San Francisco Center,North America,United States,"San Francisco, California"
Union Square,North America,United States,"San Francisco, California"
Boom Boom Room,North America,United States,"San Francisco, California"
Embarcadero Center,North America,United States,"San Francisco, California"
Buena Vista Café,North America,United States,"San Francisco, California"
Dottie’s True Blue Café,North America,United States,"San Francisco, California"
Yank Sing,North America,United States,"San Francisco, California"
Blondies' Bar,North America,United States,"San Francisco, California"
Kokkari Estiatorio,North America,United States,"San Francisco, California"
Twenty Five Lusk,North America,United States,"San Francisco, California"
Hog Island Oyster Co.,North America,United States,"San Francisco, California"
Scala’s Bistro,North America,United States,"San Francisco, California"
Calzone's Restaurant,North America,United States,"San Francisco, California"
Ocean Beach,North America,United States,"San Francisco, California"
Legion of Honor,North America,United States,"San Francisco, California"
City Segway Tours of San Francisco,North America,United States,"San Francisco, California"
Asian Art Museum,North America,United States,"San Francisco, California"
Cable Car Museum,North America,United States,"San Francisco, California"
San Francisco Zoo,North America,United States,"San Francisco, California"
Aquarium of the Bay,North America,United States,"San Francisco, California"
Walt Disney Family Museum,North America,United States,"San Francisco, California"
Lombard Street,North America,United States,"San Francisco, California"
Fisherman’s Wharf,North America,United States,"San Francisco, California"
San Francisco Cable Cars,North America,United States,"San Francisco, California"
Golden Gate Bridge,North America,United States,"San Francisco, California"
B&H Photo Video and Pro Audio,North America,United States,"New York, New York"
Bloomingdale's,North America,United States,"New York, New York"
Esperanto,North America,United States,"New York, New York"
Bowery Ballroom,North America,United States,"New York, New York"
Saks Fifth Avenue,North America,United States,"New York, New York"
Macy’s,North America,United States,"New York, New York"
Hell’s Kitchen Flea Market,North America,United States,"New York, New York"
Lower East Side/St. Marks Ave,North America,United States,"New York, New York"
Latitude,North America,United States,"New York, New York"
Soho/Prince Street,North America,United States,"New York, New York"
SOB’s,North America,United States,"New York, New York"
Chinatown/Canal Street,North America,United States,"New York, New York"
Midtown,North America,United States,"New York, New York"
Sky Room Times Square,North America,United States,"New York, New York"
Little Italy,North America,United States,"New York, New York"
Katz’s Deli,North America,United States,"New York, New York"
Little Owl,North America,United States,"New York, New York"
Murray’s Bagels,North America,United States,"New York, New York"
Indochine,North America,United States,"New York, New York"
Prune,North America,United States,"New York, New York"
Veniero’s,North America,United States,"New York, New York"
The Grey Dog,North America,United States,"New York, New York"
Little India,North America,United States,"New York, New York"
Grand Central Oyster Bar,North America,United States,"New York, New York"
Sylvia’s,North America,United States,"New York, New York"
Keens Steakhouse,North America,United States,"New York, New York"
Carnegie Hall,North America,United States,"New York, New York"
Madison Square Garden,North America,United States,"New York, New York"
Broadway Shows,North America,United States,"New York, New York"
Washington Square Park,North America,United States,"New York, New York"
Empire State Building,North America,United States,"New York, New York"
Rockefeller Center,North America,United States,"New York, New York"
Bronx Zoo,North America,United States,"New York, New York"
The High Line,North America,United States,"New York, New York"
Museum of Modern Art (MoMA),North America,United States,"New York, New York"
Statue of Liberty / Ellis Island,North America,United States,"New York, New York"
Embassy Inn,North America,United States,"Washington, D.C."
Willard Inter-Continental,North America,United States,"Washington, D.C."
Four Seasons Hotel,North America,United States,"Washington, D.C."
Friendship Heights,North America,United States,"Washington, D.C."
Hotel Harrington,North America,United States,"Washington, D.C."
Georgetown,North America,United States,"Washington, D.C."
Latham Hotel,North America,United States,"Washington, D.C."
Union Station,North America,United States,"Washington, D.C."
The New U District,North America,United States,"Washington, D.C."
Eastern Market,North America,United States,"Washington, D.C."
Potomac Mills Mall,North America,United States,"Washington, D.C."
Downtown and Chinatown,North America,United States,"Washington, D.C."
The Fashion Center at Pentagon City,North America,United States,"Washington, D.C."
Sambalatte,North America,United States,"Las Vegas, Nevada"
Ben’s Chili Bowl,North America,United States,"Washington, D.C."
Cascade Café,North America,United States,"Washington, D.C."
Jaleo,North America,United States,"Washington, D.C."
Komi,North America,United States,"Washington, D.C."
Full Kee,North America,United States,"Washington, D.C."
Clyde's of Georgetown,North America,United States,"Washington, D.C."
The Tombs,North America,United States,"Washington, D.C."
9:30 Club,North America,United States,"Washington, D.C."
Café Milano,North America,United States,"Washington, D.C."
The Market Lunch,North America,United States,"Washington, D.C."
Pizzeria Paradiso,North America,United States,"Washington, D.C."
Bistrot Lepic,North America,United States,"Washington, D.C."
Arlington National Cemetery,North America,United States,"Washington, D.C."
National Gallery of Art,North America,United States,"Washington, D.C."
National Museum of American History,North America,United States,"Washington, D.C."
The Mall/Monuments,North America,United States,"Washington, D.C."
United States Capitol,North America,United States,"Washington, D.C."
National Air and Space Museum,North America,United States,"Washington, D.C."
The White House,North America,United States,"Washington, D.C."
Polynesian Plaza,North America,United States,"Oahu, Hawaii"
Park Shore Waikiki,North America,United States,"Oahu, Hawaii"
Moana Surfrider,North America,United States,"Oahu, Hawaii"
Ohana Hotel East,North America,United States,"Oahu, Hawaii"
Waikiki Parc Hotel,North America,United States,"Oahu, Hawaii"
Jazz Minds Honolulu,North America,United States,"Oahu, Hawaii"
Nextdoor,North America,United States,"Oahu, Hawaii"
Barefoot Bar,North America,United States,"Oahu, Hawaii"
O'Toole's Irish Pub,North America,United States,"Oahu, Hawaii"
Hanks Cafe Honolulu,North America,United States,"Oahu, Hawaii"
Mai Tai Bar,North America,United States,"Oahu, Hawaii"
Veranda at the Beachhouse,North America,United States,"Oahu, Hawaii"
Barefoot Beach Cafe,North America,United States,"Oahu, Hawaii"
Island Vintage Coffee,North America,United States,"Oahu, Hawaii"
Arancino,North America,United States,"Oahu, Hawaii"
Tea at 1024,North America,United States,"Oahu, Hawaii"
Tanaka of Tokyo West,North America,United States,"Oahu, Hawaii"
Buzz's Steakhouse,North America,United States,"Oahu, Hawaii"
Helena’s Hawaiian Food,North America,United States,"Oahu, Hawaii"
Little Village Noodle House,North America,United States,"Oahu, Hawaii"
Tangö Contemporary Cafe,North America,United States,"Oahu, Hawaii"
Chef Chai,North America,United States,"Oahu, Hawaii"
Bishop Museum,North America,United States,"Oahu, Hawaii"
Chef Mavro,North America,United States,"Oahu, Hawaii"
Diamond Head State Monument,North America,United States,"Oahu, Hawaii"
World War II Valor in the Pacific,North America,United States,"Oahu, Hawaii"
Hanauma Bay Nature Reserve,North America,United States,"Oahu, Hawaii"
ʻIolani Palace,North America,United States,"Oahu, Hawaii"
Polynesian Cultural Center,North America,United States,"Oahu, Hawaii"
The Wynn and Encore Esplanades,North America,United States,"Las Vegas, Nevada"
The Shoppes,North America,United States,"Las Vegas, Nevada"
MGM Grand Hotel & Casino,North America,United States,"Las Vegas, Nevada"
The Stratosphere,North America,United States,"Las Vegas, Nevada"
Masquerade Village,North America,United States,"Las Vegas, Nevada"
Castle Walk Shops,North America,United States,"Las Vegas, Nevada"
El Cortez Hotel and Casino,North America,United States,"Las Vegas, Nevada"
Circus-Circus,North America,United States,"Las Vegas, Nevada"
Caesars Palace,North America,United States,"Las Vegas, Nevada"
